scenario_id,domain,runner_type,selected_action,student_state,pedagogical_reward,total_tokens_used
scenario_072,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,288
scenario_072,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,787
scenario_072,Python Programming,ablation_no_reward,hint,Active,0.566628,408
scenario_072,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,250
scenario_073,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,242
scenario_073,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,260
scenario_073,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,697
scenario_073,Logical Reasoning,ablation_no_reward,hint,Active,0.922397,363
scenario_073,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,218
scenario_074,High School Math,baseline_greedy,direct_answer,Passive,-1.0,277
scenario_074,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,294
scenario_074,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,801
scenario_074,High School Math,ablation_no_reward,hint,Active,0.124005,415
scenario_074,High School Math,ablation_shallow,direct_answer,Passive,-1.0,253
scenario_075,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,237
scenario_075,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,256
scenario_075,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,686
scenario_075,Python Programming,ablation_no_reward,direct_answer,Passive,0.144664,358
scenario_075,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,213
scenario_076,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,242
scenario_076,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,260
scenario_076,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,697
scenario_076,Logical Reasoning,ablation_no_reward,direct_answer,Passive,0.432025,363
scenario_076,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,218
scenario_077,High School Math,baseline_greedy,direct_answer,Passive,-1.0,293
scenario_077,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,310
scenario_077,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,849
scenario_077,High School Math,ablation_no_reward,socratic_prompt,Constructive,-0.4106,439
scenario_077,High School Math,ablation_shallow,direct_answer,Passive,-1.0,269
scenario_078,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,269
scenario_078,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,286
scenario_078,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,777
scenario_078,Python Programming,ablation_no_reward,direct_answer,Passive,0.111468,403
scenario_078,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,245
scenario_079,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,229
scenario_079,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,244
scenario_079,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,652
scenario_079,Logical Reasoning,ablation_no_reward,direct_answer,Passive,0.909751,341
scenario_079,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,205
scenario_080,High School Math,baseline_greedy,direct_answer,Passive,-1.0,314
scenario_080,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,332
scenario_080,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,913
scenario_080,High School Math,ablation_no_reward,direct_answer,Passive,0.518225,471
scenario_080,High School Math,ablation_shallow,direct_answer,Passive,-1.0,290
scenario_081,High School Math,baseline_greedy,direct_answer,Passive,-1.0,255
scenario_081,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,278
scenario_081,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,747
scenario_081,High School Math,ablation_no_reward,direct_answer,Passive,0.260173,388
scenario_081,High School Math,ablation_shallow,direct_answer,Passive,-1.0,231
scenario_082,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,223
scenario_082,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,244
scenario_082,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,646
scenario_082,Python Programming,ablation_no_reward,direct_answer,Passive,0.674782,338
scenario_082,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,199
scenario_083,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,215
scenario_083,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,236
scenario_083,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,622
scenario_083,Logical Reasoning,ablation_no_reward,hint,Active,-0.176715,326
scenario_083,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,191
scenario_084,High School Math,baseline_greedy,direct_answer,Passive,-1.0,213
scenario_084,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,236
scenario_084,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,620
scenario_084,High School Math,ablation_no_reward,direct_answer,Passive,0.796108,325
scenario_084,High School Math,ablation_shallow,direct_answer,Passive,-1.0,189
scenario_085,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,202
scenario_085,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,222
scenario_085,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,582
scenario_085,Python Programming,ablation_no_reward,socratic_prompt,Constructive,-0.8071,305
scenario_085,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,178
scenario_086,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,213
scenario_086,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,232
scenario_086,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,614
scenario_086,Logical Reasoning,ablation_no_reward,socratic_prompt,Constructive,0.371653,322
scenario_086,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,189
scenario_087,High School Math,baseline_greedy,direct_answer,Passive,-1.0,218
scenario_087,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,238
scenario_087,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,630
scenario_087,High School Math,ablation_no_reward,direct_answer,Passive,0.872222,329
scenario_087,High School Math,ablation_shallow,direct_answer,Passive,-1.0,194
scenario_088,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,229
scenario_088,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,246
scenario_088,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,657
scenario_088,Python Programming,ablation_no_reward,socratic_prompt,Constructive,0.309434,343
scenario_088,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,205
scenario_089,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,229
scenario_089,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,252
scenario_089,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,668
scenario_089,Logical Reasoning,ablation_no_reward,direct_answer,Passive,0.849488,349
scenario_089,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,205
scenario_090,High School Math,baseline_greedy,direct_answer,Passive,-1.0,221
scenario_090,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,244
scenario_090,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,644
scenario_090,High School Math,ablation_no_reward,socratic_prompt,Constructive,0.958224,337
scenario_090,High School Math,ablation_shallow,direct_answer,Passive,-1.0,197
scenario_091,High School Math,baseline_greedy,direct_answer,Passive,-1.0,239
scenario_091,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,252
scenario_091,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,678
scenario_091,High School Math,ablation_no_reward,socratic_prompt,Constructive,0.722602,354
scenario_091,High School Math,ablation_shallow,direct_answer,Passive,-1.0,215
scenario_092,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,194
scenario_092,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,208
scenario_092,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,547
scenario_092,Python Programming,ablation_no_reward,hint,Active,0.894127,288
scenario_092,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,170
scenario_093,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,213
scenario_093,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,230
scenario_093,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,609
scenario_093,Logical Reasoning,ablation_no_reward,socratic_prompt,Constructive,0.470774,319
scenario_093,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,189
scenario_094,High School Math,baseline_greedy,direct_answer,Passive,-1.0,197
scenario_094,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,206
scenario_094,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,545
scenario_094,High School Math,ablation_no_reward,socratic_prompt,Constructive,0.390601,287
scenario_094,High School Math,ablation_shallow,direct_answer,Passive,-1.0,173
scenario_095,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,175
scenario_095,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,188
scenario_095,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,486
scenario_095,Python Programming,ablation_no_reward,direct_answer,Passive,0.916568,258
scenario_095,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,151
scenario_096,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,183
scenario_096,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,192
scenario_096,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,504
scenario_096,Logical Reasoning,ablation_no_reward,hint,Active,0.805921,267
scenario_096,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,159
scenario_097,High School Math,baseline_greedy,direct_answer,Passive,-1.0,159
scenario_097,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,180
scenario_097,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,454
scenario_097,High School Math,ablation_no_reward,hint,Active,0.121726,242
scenario_097,High School Math,ablation_shallow,direct_answer,Passive,-1.0,135
scenario_098,Python Programming,baseline_greedy,direct_answer,Passive,-1.0,189
scenario_098,Python Programming,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,208
scenario_098,Python Programming,pmcts_full,socratic_prompt,Constructive,1.0,542
scenario_098,Python Programming,ablation_no_reward,direct_answer,Passive,0.443356,286
scenario_098,Python Programming,ablation_shallow,direct_answer,Passive,-1.0,165
scenario_099,Logical Reasoning,baseline_greedy,direct_answer,Passive,-1.0,181
scenario_099,Logical Reasoning,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,198
scenario_099,Logical Reasoning,pmcts_full,socratic_prompt,Constructive,1.0,513
scenario_099,Logical Reasoning,ablation_no_reward,hint,Active,-0.291919,271
scenario_099,Logical Reasoning,ablation_shallow,direct_answer,Passive,-1.0,157
scenario_100,High School Math,baseline_greedy,direct_answer,Passive,-1.0,189
scenario_100,High School Math,baseline_socratic_prompt,socratic_prompt,Constructive,1.0,206
scenario_100,High School Math,pmcts_full,socratic_prompt,Constructive,1.0,537
scenario_100,High School Math,ablation_no_reward,socratic_prompt,Constructive,0.3116,283
scenario_100,High School Math,ablation_shallow,direct_answer,Passive,-1.0,165
