scenario_id,domain,student_profile,model_name,runner_type,selected_action,engagement_score,frustration_score,efficiency_score,total_reward
scenario_230,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_231,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_231,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_232,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_232,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_233,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_233,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_234,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_234,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_235,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_235,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_236,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_236,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_237,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_237,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.5,-0.25
scenario_238,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_238,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_239,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.3,0.9,0.4,-0.4
scenario_239,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.7,0.05
scenario_240,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_240,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_241,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_241,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_242,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_242,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_243,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_243,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_244,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_244,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_245,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_245,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_246,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_246,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_247,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_247,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_248,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_248,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_249,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_249,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_250,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_250,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_251,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_251,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.5,-0.25
scenario_252,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_252,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_253,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_253,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_254,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_254,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.3,0.5,0.15
scenario_255,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_255,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_256,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_256,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.5,0.4,-0.1
scenario_257,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_257,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_258,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_258,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_259,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_259,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_260,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_260,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_261,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_261,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_262,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_262,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.3,0.4,0.1
scenario_263,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_263,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.5,-0.25
scenario_264,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_264,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_265,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_265,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_266,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_266,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_267,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_267,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_268,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_268,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.4,0.9,0.3,-0.35
scenario_269,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_269,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_270,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_270,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_271,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_271,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_272,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_272,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_273,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_273,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.4,0.9,0.5,-0.25
scenario_274,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_274,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_275,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_275,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.4,0.9,0.3,-0.35
scenario_276,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_276,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_277,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_277,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_278,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_278,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.5,-0.25
scenario_279,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_279,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_280,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_280,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_281,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_281,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_282,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_282,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.5,0.4,-0.1
scenario_283,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_283,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_284,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_284,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.4,0.9,0.3,-0.35
scenario_285,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_285,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_286,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_286,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_287,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_287,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.4,0.9,0.3,-0.35
scenario_288,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_288,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_289,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_289,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_290,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_290,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_291,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_291,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.4,0.9,0.3,-0.35
scenario_292,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_292,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.3,0.9,0.4,-0.4
scenario_293,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_293,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_294,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_294,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.4,0.9,0.3,-0.35
scenario_295,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_295,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_296,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_296,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.3,0.9,0.4,-0.4
scenario_297,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_297,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_298,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_298,Python Programming,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_299,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_299,Logical Reasoning,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_300,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_300,High School Math,Frustrated/Overloaded Learner,gpt-4o-mini,pmcts_full,direct_answer,0.4,0.9,0.3,-0.35
scenario_301,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_301,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.8,0.7,0.6,0.4
scenario_302,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_302,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.5,0.35
scenario_303,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_303,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.5,0.35
scenario_304,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_304,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_305,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_305,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.4,0.6,0.6
scenario_306,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.5,-0.25
scenario_306,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.6,0.7,0.5,0.15
scenario_307,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_307,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.4,0.5,0.05
scenario_308,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_308,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_309,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_309,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_310,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_310,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.4,0.5,0.05
scenario_311,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_311,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_312,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_312,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.1,0.2,0.5,0.15
scenario_313,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_313,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.8,0.5
scenario_314,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_314,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.1,0.2,0.5,0.15
scenario_315,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_315,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.1,0.2,0.5,0.15
scenario_316,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_316,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.6,0.7,0.5,0.15
scenario_317,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_317,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.6,0.9,0.4,-0.1
scenario_318,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_318,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.6,0.7,0.5,0.15
scenario_319,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.7,0.9,0.5,0.05
scenario_319,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_320,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_320,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.6,0.7,0.5,0.15
scenario_321,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_321,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_322,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.4,0.9,0.3,-0.35
scenario_322,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.5,0.35
scenario_323,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_323,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.5,0.35
scenario_324,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_324,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.8,0.5
scenario_325,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_325,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,direct_answer,0.2,0.2,0.5,0.25
scenario_326,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_326,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.5,0.35
scenario_327,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_327,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.5,0.35
scenario_328,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_328,Python Programming,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.6,0.8,0.5
scenario_329,Logical Reasoning,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_329,Logical Reasoning,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.7,0.4,0.6,0.6
scenario_330,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.7,0.5,0.15
scenario_330,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,socratic_prompt,0.6,0.7,0.5,0.15
scenario_331,High School Math,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
scenario_331,High School Math,Deep Misconception,gpt-4o-mini,pmcts_full,hint,0.6,0.7,0.5,0.15
scenario_332,Python Programming,Deep Misconception,gpt-4o-mini,baseline_socratic_prompt,socratic_prompt,0.6,0.9,0.4,-0.1
